주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
부채비율,67.87,70.96,67.28,64.86,68.5,,,,086670,비엠티
자본유보율,1315.8,1357.78,1363.47,1358.59,1317.51,,,,086670,비엠티
EPS(원),95.0,210.0,28.0,-24.0,-109.0,,,,086670,비엠티
PER(배),14.28,9.55,12.26,14.67,39.02,,,,086670,비엠티
BPS(원),7113.0,7344.0,7373.0,7348.0,7136.0,,,,086670,비엠티
PBR(배),0.86,0.79,0.8,0.62,0.58,,,,086670,비엠티
현금DPS(원),0.0,0.0,0.0,100.0,,,,,086670,비엠티
현금배당수익률,,,,2.21,,,,,086670,비엠티
현금배당성향(%),0.0,0.0,0.0,-396.84,,,,,086670,비엠티
발행주식수(보통주),8146529.0,8146529.0,8146529.0,8146529.0,8146529.0,,,,086670,비엠티
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,28.0,58.0,45.0,40.0,40.0,,,,058370,금성테크
영업이익,2.0,5.0,1.0,-6.0,0.0,,,,058370,금성테크
세전계속사업이익,4.0,0.0,-16.0,-113.0,11.0,,,,058370,금성테크
당기순이익,4.0,0.0,-16.0,-113.0,11.0,,,,058370,금성테크
당기순이익(지배),4.0,0.0,-16.0,-113.0,11.0,,,,058370,금성테크
당기순이익(비지배),,,,,,,,,058370,금성테크
자산총계,217.0,303.0,304.0,311.0,330.0,,,,058370,금성테크
부채총계,79.0,58.0,76.0,141.0,139.0,,,,058370,금성테크
자본총계,138.0,244.0,228.0,171.0,191.0,,,,058370,금성테크
자본총계(지배),138.0,244.0,228.0,171.0,191.0,,,,058370,금성테크
자본총계(비지배),,,,,,,,,058370,금성테크
자본금,210.0,298.0,74.0,88.0,90.0,,,,058370,금성테크
영업활동현금흐름,1.0,-30.0,-27.0,7.0,-1.0,,,,058370,금성테크
투자활동현금흐름,-8.0,-10.0,-4.0,-132.0,-13.0,,,,058370,금성테크
재무활동현금흐름,11.0,44.0,21.0,124.0,11.0,,,,058370,금성테크
CAPEX,0.0,5.0,0.0,-2.0,0.0,,,,058370,금성테크
FCF,1.0,-35.0,-28.0,9.0,-1.0,,,,058370,금성테크
이자발생부채,37.0,31.0,41.0,103.0,105.0,,,,058370,금성테크
영업이익률,7.66,7.79,2.36,-14.93,-1.07,,,,058370,금성테크
순이익률,14.07,-0.34,-35.54,-284.24,26.8,,,,058370,금성테크
ROE(%),-39.31,-9.55,-17.69,-82.62,-72.04,,,,058370,금성테크
ROA(%),-20.34,-6.82,-12.25,-49.05,-43.31,,,,058370,금성테크
부채비율,57.39,23.93,33.42,82.57,72.72,,,,058370,금성테크
자본유보율,3.33,5.93,301.86,176.99,192.36,,,,058370,금성테크
EPS(원),37.0,-2.0,-109.0,-665.0,61.0,,,,058370,금성테크
PER(배),-4.39,-16.08,-8.81,-3.25,-3.4,,,,058370,금성테크
BPS(원),1312.0,1641.0,1534.0,971.0,1059.0,,,,058370,금성테크
PBR(배),1.52,1.58,1.44,3.04,2.43,,,,058370,금성테크
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,058370,금성테크
현금배당수익률,0.0,0.0,,,,,,,058370,금성테크
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,058370,금성테크
발행주식수(보통주),10487729.0,14875615.0,14875615.0,17568794.0,18068794.0,,,,058370,금성테크
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,95.0,97.0,89.0,122.0,106.0,,,,003060,슈넬생명과학
영업이익,-2.0,-4.0,-5.0,3.0,-2.0,,,,003060,슈넬생명과학
세전계속사업이익,-1.0,17.0,2.0,-6.0,-2.0,,,,003060,슈넬생명과학
당기순이익,-2.0,16.0,0.0,1.0,-2.0,,,,003060,슈넬생명과학
당기순이익(지배),-1.0,18.0,3.0,8.0,0.0,,,,003060,슈넬생명과학
당기순이익(비지배),-1.0,-1.0,-2.0,-7.0,-2.0,,,,003060,슈넬생명과학
자산총계,863.0,842.0,844.0,852.0,1051.0,,,,003060,슈넬생명과학
부채총계,238.0,170.0,175.0,175.0,302.0,,,,003060,슈넬생명과학
자본총계,624.0,672.0,669.0,677.0,748.0,,,,003060,슈넬생명과학
자본총계(지배),628.0,676.0,676.0,692.0,765.0,,,,003060,슈넬생명과학
자본총계(비지배),-3.0,-5.0,-7.0,-15.0,-17.0,,,,003060,슈넬생명과학
자본금,774.0,804.0,402.0,403.0,404.0,,,,003060,슈넬생명과학
영업활동현금흐름,21.0,3.0,-7.0,1.0,0.0,,,,003060,슈넬생명과학
투자활동현금흐름,61.0,74.0,20.0,-55.0,5.0,,,,003060,슈넬생명과학
재무활동현금흐름,5.0,-39.0,1.0,1.0,199.0,,,,003060,슈넬생명과학
CAPEX,4.0,13.0,14.0,22.0,6.0,,,,003060,슈넬생명과학
FCF,17.0,-10.0,-21.0,-22.0,-6.0,,,,003060,슈넬생명과학
이자발생부채,146.0,82.0,85.0,87.0,210.0,,,,003060,슈넬생명과학
영업이익률,-2.54,-4.1,-5.63,2.25,-2.17,,,,003060,슈넬생명과학
순이익률,-2.31,16.7,0.32,1.01,-2.09,,,,003060,슈넬생명과학
ROE(%),-4.56,-0.67,1.84,4.2,4.09,,,,003060,슈넬생명과학
ROA(%),-3.74,-1.04,0.69,1.83,1.62,,,,003060,슈넬생명과학
부채비율,38.16,25.35,26.16,25.8,40.4,,,,003060,슈넬생명과학
자본유보율,-21.59,-18.49,63.74,68.09,87.11,,,,003060,슈넬생명과학
EPS(원),-1.0,22.0,3.0,11.0,0.0,,,,003060,슈넬생명과학
PER(배),-35.78,-312.84,226.05,92.07,124.33,,,,003060,슈넬생명과학
BPS(원),811.0,841.0,841.0,859.0,947.0,,,,003060,슈넬생명과학
PBR(배),1.64,2.02,4.03,3.73,4.67,,,,003060,슈넬생명과학
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,003060,슈넬생명과학
현금배당수익률,0.0,,,,,,,,003060,슈넬생명과학
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,003060,슈넬생명과학
발행주식수(보통주),77389947.0,80389947.0,80404447.0,80573147.0,80790647.0,,,,003060,슈넬생명과학
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,2717.0,3079.0,3198.0,3189.0,3003.0,3415.0,3556.0,3398.0,014820,동원시스템즈
영업이익,177.0,280.0,288.0,240.0,271.0,327.0,354.0,326.0,014820,동원시스템즈
세전계속사업이익,142.0,165.0,168.0,91.0,240.0,303.0,,,014820,동원시스템즈
당기순이익,108.0,135.0,137.0,81.0,206.0,227.0,230.0,250.0,014820,동원시스템즈
당기순이익(지배),89.0,102.0,86.0,33.0,162.0,190.0,210.0,230.0,014820,동원시스템즈
당기순이익(비지배),18.0,33.0,51.0,48.0,44.0,,,,014820,동원시스템즈
자산총계,11283.0,11334.0,11212.0,12724.0,12489.0,,,13256.0,014820,동원시스템즈
부채총계,8784.0,8683.0,8217.0,9609.0,9219.0,,,9284.0,014820,동원시스템즈
자본총계,2498.0,2652.0,2995.0,3114.0,3270.0,,,3971.0,014820,동원시스템즈
자본총계(지배),1779.0,1890.0,2142.0,2188.0,2283.0,,,2993.0,014820,동원시스템즈
자본총계(비지배),719.0,762.0,854.0,926.0,987.0,,,,014820,동원시스템즈
자본금,1217.0,1217.0,1217.0,1217.0,1217.0,,,1217.0,014820,동원시스템즈
영업활동현금흐름,393.0,243.0,646.0,388.0,104.0,,,,014820,동원시스템즈
투자활동현금흐름,-59.0,-65.0,27.0,-766.0,-102.0,,,,014820,동원시스템즈
재무활동현금흐름,-241.0,-214.0,-134.0,806.0,-203.0,,,,014820,동원시스템즈
CAPEX,82.0,294.0,86.0,164.0,182.0,,,,014820,동원시스템즈
FCF,311.0,-51.0,560.0,224.0,-78.0,,,,014820,동원시스템즈
이자발생부채,5155.0,5117.0,4869.0,5935.0,5761.0,,,,014820,동원시스템즈
영업이익률,6.5,9.11,9.01,7.52,9.03,9.57,9.94,9.59,014820,동원시스템즈
순이익률,3.96,4.39,4.29,2.55,6.87,6.65,6.47,7.36,014820,동원시스템즈
ROE(%),5.36,8.91,12.05,15.73,18.87,,,,014820,동원시스템즈
ROA(%),1.26,2.56,4.0,3.85,4.71,,,,014820,동원시스템즈
부채비율,351.61,327.43,274.33,308.55,281.94,,,233.8,014820,동원시스템즈
자본유보율,90.97,100.18,120.11,123.46,124.72,,,,014820,동원시스템즈
EPS(원),367.0,418.0,354.0,135.0,667.0,780.0,863.0,945.0,014820,동원시스템즈
PER(배),88.63,113.47,86.01,69.23,47.95,,,,014820,동원시스템즈
BPS(원),7308.0,7763.0,8797.0,8989.0,9378.0,,,12294.0,014820,동원시스템즈
PBR(배),5.09,10.56,10.21,9.81,8.05,,,5.16,014820,동원시스템즈
현금DPS(원),0.0,0.0,0.0,250.0,,,,,014820,동원시스템즈
현금배당수익률,,,,,,,,,014820,동원시스템즈
현금배당성향(%),0.0,0.0,0.0,185.65,,,,,014820,동원시스템즈
발행주식수(보통주),24079554.0,24079554.0,24079554.0,24079554.0,24079554.0,,,,014820,동원시스템즈
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,26.0,25.0,28.0,35.0,36.0,,,,118000,우리들휴브레인
영업이익,-16.0,-21.0,-22.0,-15.0,-14.0,,,,118000,우리들휴브레인
세전계속사업이익,-18.0,-22.0,-23.0,-14.0,-12.0,,,,118000,우리들휴브레인
당기순이익,-18.0,-22.0,-23.0,-14.0,-12.0,,,,118000,우리들휴브레인
당기순이익(지배),-18.0,-22.0,-22.0,-14.0,-12.0,,,,118000,우리들휴브레인
당기순이익(비지배),-1.0,-1.0,0.0,0.0,,,,,118000,우리들휴브레인
자산총계,187.0,175.0,171.0,164.0,251.0,,,,118000,우리들휴브레인
부채총계,122.0,83.0,100.0,102.0,80.0,,,,118000,우리들휴브레인
자본총계,65.0,93.0,71.0,62.0,170.0,,,,118000,우리들휴브레인
자본총계(지배),64.0,93.0,72.0,62.0,170.0,,,,118000,우리들휴브레인
자본총계(비지배),1.0,0.0,0.0,,,,,,118000,우리들휴브레인
자본금,42.0,53.0,53.0,54.0,88.0,,,,118000,우리들휴브레인
영업활동현금흐름,-9.0,-10.0,-14.0,-3.0,-24.0,,,,118000,우리들휴브레인
투자활동현금흐름,0.0,-8.0,-1.0,-2.0,-85.0,,,,118000,우리들휴브레인
재무활동현금흐름,3.0,17.0,19.0,2.0,110.0,,,,118000,우리들휴브레인
CAPEX,0.0,13.0,1.0,1.0,0.0,,,,118000,우리들휴브레인
FCF,-9.0,-23.0,-15.0,-4.0,-24.0,,,,118000,우리들휴브레인
이자발생부채,70.0,16.0,34.0,30.0,20.0,,,,118000,우리들휴브레인
영업이익률,-62.4,-85.42,-77.33,-44.21,-39.79,,,,118000,우리들휴브레인
순이익률,-69.84,-90.77,-79.53,-40.2,-32.53,,,,118000,우리들휴브레인
ROE(%),-90.47,-91.56,-116.73,-105.83,-59.61,,,,118000,우리들휴브레인
ROA(%),-49.92,-51.73,-59.45,-42.98,-32.28,,,,118000,우리들휴브레인
부채비율,189.34,89.66,139.62,165.22,47.17,,,,118000,우리들휴브레인
자본유보율,78.94,97.24,58.42,39.82,110.49,,,,118000,우리들휴브레인
EPS(원),-176.0,-200.0,-177.0,-115.0,-73.0,,,,118000,우리들휴브레인
PER(배),-3.75,-2.88,-2.54,-5.45,-5.92,,,,118000,우리들휴브레인
BPS(원),637.0,739.0,574.0,482.0,972.0,,,,118000,우리들휴브레인
PBR(배),5.67,4.01,4.68,7.48,3.3,,,,118000,우리들휴브레인
현금DPS(원),0.0,0.0,0.0,0.0,,,,,118000,우리들휴브레인
현금배당수익률,0.0,0.0,0.0,,,,,,118000,우리들휴브레인
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,118000,우리들휴브레인
발행주식수(보통주),10023862.0,12530147.0,12530147.0,12839197.0,17530676.0,,,,118000,우리들휴브레인
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,222.0,201.0,301.0,284.0,219.0,,,,052790,액토즈소프트
영업이익,3.0,-24.0,14.0,58.0,38.0,,,,052790,액토즈소프트
세전계속사업이익,-4.0,-38.0,18.0,26.0,24.0,,,,052790,액토즈소프트
당기순이익,-43.0,-66.0,6.0,32.0,15.0,,,,052790,액토즈소프트
당기순이익(지배),-43.0,-66.0,6.0,32.0,15.0,,,,052790,액토즈소프트
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,,052790,액토즈소프트
자산총계,1578.0,1539.0,1543.0,1493.0,1499.0,,,,052790,액토즈소프트
부채총계,386.0,407.0,404.0,321.0,310.0,,,,052790,액토즈소프트
자본총계,1192.0,1132.0,1139.0,1173.0,1189.0,,,,052790,액토즈소프트
자본총계(지배),1190.0,1130.0,1137.0,1171.0,1188.0,,,,052790,액토즈소프트
자본총계(비지배),2.0,2.0,2.0,2.0,1.0,,,,052790,액토즈소프트
자본금,57.0,57.0,57.0,57.0,57.0,,,,052790,액토즈소프트
영업활동현금흐름,-48.0,-37.0,78.0,-29.0,60.0,,,,052790,액토즈소프트
투자활동현금흐름,79.0,-7.0,-43.0,126.0,-15.0,,,,052790,액토즈소프트
재무활동현금흐름,,1.0,1.0,,,,,,052790,액토즈소프트
CAPEX,13.0,16.0,27.0,1.0,0.0,,,,052790,액토즈소프트
FCF,-61.0,-53.0,51.0,-30.0,60.0,,,,052790,액토즈소프트
이자발생부채,,,,,,,,,052790,액토즈소프트
영업이익률,1.44,-11.83,4.51,20.35,17.45,,,,052790,액토즈소프트
순이익률,-19.29,-32.74,2.11,11.19,6.82,,,,052790,액토즈소프트
ROE(%),-46.4,-47.44,-45.11,-5.9,-1.03,,,,052790,액토즈소프트
ROA(%),-36.95,-36.98,-35.07,-4.53,-0.82,,,,052790,액토즈소프트
부채비율,32.42,35.97,35.44,27.35,26.05,,,,052790,액토즈소프트
자본유보율,1996.36,1881.59,1894.09,1948.93,1976.13,,,,052790,액토즈소프트
EPS(원),-382.0,-579.0,55.0,280.0,136.0,,,,052790,액토즈소프트
PER(배),-5.76,-4.85,-6.78,-49.88,-235.84,,,,052790,액토즈소프트
BPS(원),10669.0,10129.0,10189.0,10488.0,10642.0,,,,052790,액토즈소프트
PBR(배),3.42,2.96,3.88,2.98,2.4,,,,052790,액토즈소프트
현금DPS(원),0.0,0.0,0.0,,,,,,052790,액토즈소프트
현금배당수익률,,,,,,,,,052790,액토즈소프트
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,052790,액토즈소프트
발행주식수(보통주),11325438.0,11325438.0,11330638.0,11330638.0,11330638.0,,,,052790,액토즈소프트
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,291.0,385.0,295.0,279.0,342.0,,,,049830,승일
영업이익,13.0,35.0,17.0,9.0,15.0,,,,049830,승일
세전계속사업이익,15.0,38.0,22.0,9.0,17.0,,,,049830,승일
당기순이익,13.0,32.0,20.0,4.0,14.0,,,,049830,승일
당기순이익(지배),13.0,32.0,20.0,4.0,14.0,,,,049830,승일
당기순이익(비지배),,,,,,,,,049830,승일
자산총계,1587.0,1716.0,1672.0,1671.0,1714.0,,,,049830,승일
부채총계,352.0,448.0,384.0,379.0,408.0,,,,049830,승일
자본총계,1236.0,1268.0,1288.0,1292.0,1306.0,,,,049830,승일
자본총계(지배),1236.0,1268.0,1288.0,1292.0,1306.0,,,,049830,승일
자본총계(비지배),,,,,,,,,049830,승일
자본금,31.0,31.0,31.0,31.0,31.0,,,,049830,승일
영업활동현금흐름,-32.0,40.0,-49.0,105.0,-14.0,,,,049830,승일
투자활동현금흐름,64.0,-26.0,-63.0,-125.0,0.0,,,,049830,승일
재무활동현금흐름,28.0,-5.0,70.0,0.0,,,,,049830,승일
CAPEX,26.0,125.0,118.0,124.0,23.0,,,,049830,승일
FCF,-59.0,-86.0,-167.0,-19.0,-37.0,,,,049830,승일
이자발생부채,63.0,63.0,133.0,133.0,133.0,,,,049830,승일
영업이익률,4.63,9.02,5.84,3.34,4.38,,,,049830,승일
순이익률,4.58,8.34,6.9,1.31,4.23,,,,049830,승일
ROE(%),6.27,6.29,6.58,5.51,5.56,,,,049830,승일
ROA(%),4.96,4.82,5.22,4.32,4.28,,,,049830,승일
부채비율,28.45,35.34,29.82,29.37,31.2,,,,049830,승일
자본유보율,3977.81,4082.49,4148.95,4160.84,4208.12,,,,049830,승일
EPS(원),217.0,523.0,332.0,59.0,236.0,,,,049830,승일
PER(배),13.2,13.25,11.11,12.41,10.72,,,,049830,승일
BPS(원),20919.0,21462.0,21807.0,21869.0,22114.0,,,,049830,승일
PBR(배),0.77,0.78,0.68,0.64,0.56,,,,049830,승일
현금DPS(원),0.0,0.0,0.0,,,,,,049830,승일
현금배당수익률,,,,,,,,,049830,승일
현금배당성향(%),0.0,0.0,0.0,,,,,,049830,승일
발행주식수(보통주),6132112.0,6132112.0,6132112.0,6132112.0,6132112.0,,,,049830,승일
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,41.0,34.0,33.0,59.0,50.0,,,,032980,바이온
영업이익,-3.0,-4.0,-6.0,13.0,3.0,,,,032980,바이온
세전계속사업이익,30.0,-47.0,-5.0,2.0,0.0,,,,032980,바이온
당기순이익,30.0,-54.0,-5.0,8.0,0.0,,,,032980,바이온
당기순이익(지배),16.0,-37.0,-5.0,8.0,0.0,,,,032980,바이온
당기순이익(비지배),13.0,-18.0,0.0,0.0,0.0,,,,032980,바이온
자산총계,367.0,284.0,243.0,265.0,310.0,,,,032980,바이온
부채총계,109.0,95.0,91.0,81.0,96.0,,,,032980,바이온
자본총계,258.0,189.0,153.0,184.0,213.0,,,,032980,바이온
자본총계(지배),193.0,162.0,157.0,189.0,218.0,,,,032980,바이온
자본총계(비지배),66.0,26.0,-5.0,-5.0,-5.0,,,,032980,바이온
자본금,94.0,94.0,94.0,104.0,107.0,,,,032980,바이온
영업활동현금흐름,-16.0,-6.0,-9.0,-4.0,-46.0,,,,032980,바이온
투자활동현금흐름,-43.0,40.0,20.0,-24.0,-1.0,,,,032980,바이온
재무활동현금흐름,57.0,-21.0,-1.0,15.0,40.0,,,,032980,바이온
CAPEX,0.0,1.0,0.0,0.0,0.0,,,,032980,바이온
FCF,-16.0,-7.0,-9.0,-4.0,-46.0,,,,032980,바이온
이자발생부채,81.0,64.0,64.0,53.0,66.0,,,,032980,바이온
영업이익률,-6.91,-12.7,-18.55,22.5,5.52,,,,032980,바이온
순이익률,71.36,-161.87,-15.88,14.12,0.95,,,,032980,바이온
ROE(%),-45.33,-37.83,-39.08,-9.46,-15.92,,,,032980,바이온
ROA(%),-25.04,-25.08,-27.81,-8.02,-15.03,,,,032980,바이온
부채비율,42.19,50.43,59.45,43.65,45.17,,,,032980,바이온
자본유보율,102.9,70.14,64.99,82.71,104.65,,,,032980,바이온
EPS(원),87.0,-194.0,-26.0,42.0,2.0,,,,032980,바이온
PER(배),-3.8,-5.14,-4.4,-19.44,-13.15,,,,032980,바이온
BPS(원),1024.0,862.0,836.0,909.0,1019.0,,,,032980,바이온
PBR(배),2.06,2.15,1.94,1.87,2.15,,,,032980,바이온
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,032980,바이온
현금배당수익률,,,,,,,,,032980,바이온
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,032980,바이온
발행주식수(보통주),18819823.0,18819823.0,18819823.0,20834204.0,21414848.0,,,,032980,바이온
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,260.0,202.0,169.0,166.0,168.0,195.0,256.0,324.0,123420,선데이토즈
영업이익,101.0,66.0,47.0,40.0,44.0,58.0,92.0,118.0,123420,선데이토즈
세전계속사업이익,106.0,72.0,52.0,45.0,48.0,94.0,108.0,147.0,123420,선데이토즈
당기순이익,81.0,47.0,52.0,26.0,39.0,53.0,75.0,95.0,123420,선데이토즈
당기순이익(지배),81.0,47.0,52.0,24.0,38.0,49.0,77.0,98.0,123420,선데이토즈
당기순이익(비지배),,,0.0,2.0,1.0,,,,123420,선데이토즈
자산총계,1114.0,1098.0,1136.0,1153.0,1184.0,,,1425.0,123420,선데이토즈
부채총계,178.0,115.0,99.0,104.0,95.0,,,145.0,123420,선데이토즈
자본총계,936.0,983.0,1036.0,1050.0,1089.0,,,1340.0,123420,선데이토즈
자본총계(지배),936.0,983.0,1036.0,1047.0,1085.0,,,1336.0,123420,선데이토즈
자본총계(비지배),,,1.0,3.0,4.0,,,,123420,선데이토즈
자본금,32.0,32.0,32.0,32.0,32.0,,,36.0,123420,선데이토즈
영업활동현금흐름,28.0,5.0,41.0,30.0,32.0,,,,123420,선데이토즈
투자활동현금흐름,21.0,56.0,19.0,-182.0,94.0,,,,123420,선데이토즈
재무활동현금흐름,0.0,1.0,1.0,-12.0,,,,,123420,선데이토즈
CAPEX,3.0,3.0,0.0,1.0,1.0,,,,123420,선데이토즈
FCF,24.0,1.0,40.0,29.0,31.0,,,,123420,선데이토즈
이자발생부채,,,,,,,,,123420,선데이토즈
영업이익률,39.03,32.87,27.88,24.26,25.99,29.43,35.84,36.39,123420,선데이토즈
순이익률,31.01,23.46,30.84,15.63,23.25,26.97,29.49,29.4,123420,선데이토즈
ROE(%),56.21,38.75,28.95,21.47,16.0,,,,123420,선데이토즈
ROA(%),45.2,32.9,24.93,18.32,14.31,,,,123420,선데이토즈
부채비율,19.0,11.66,9.56,9.89,8.73,,,10.82,123420,선데이토즈
자본유보율,2885.36,3031.95,3194.34,3264.34,3383.32,,,,123420,선데이토즈
EPS(원),842.0,494.0,547.0,247.0,401.0,513.0,804.0,1022.0,123420,선데이토즈
PER(배),11.15,16.29,18.05,19.62,22.24,,,,123420,선데이토즈
BPS(원),9982.0,10483.0,11042.0,11182.0,11597.0,,,14275.0,123420,선데이토즈
PBR(배),4.88,5.27,4.55,3.74,3.24,,,2.19,123420,선데이토즈
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,123420,선데이토즈
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,,123420,선데이토즈
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,123420,선데이토즈
발행주식수(보통주),9569843.0,9569843.0,9569843.0,9569843.0,9569843.0,,,,123420,선데이토즈
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,90675.0,84823.0,84811.0,99888.0,93395.0,95294.0,91218.0,103242.0,012330,현대모비스
영업이익,6898.0,7074.0,6702.0,8672.0,7184.0,7777.0,7398.0,8664.0,012330,현대모비스
세전계속사업이익,10847.0,11519.0,8107.0,11654.0,11007.0,11381.0,10439.0,12217.0,012330,현대모비스
당기순이익,7140.0,8581.0,6176.0,8504.0,7952.0,8452.0,7586.0,9035.0,012330,현대모비스
당기순이익(지배),7191.0,8624.0,6191.0,8548.0,7931.0,8510.0,7743.0,9234.0,012330,현대모비스
당기순이익(비지배),-51.0,-43.0,-15.0,-44.0,21.0,,,,012330,현대모비스
자산총계,396400.0,409784.0,420210.0,377748.0,384388.0,,,411758.0,012330,현대모비스
부채총계,159422.0,163623.0,166290.0,120986.0,123146.0,,,123873.0,012330,현대모비스
자본총계,236978.0,246162.0,253920.0,256762.0,261242.0,,,286916.0,012330,현대모비스
자본총계(지배),235752.0,245252.0,253020.0,256218.0,260683.0,,,286306.0,012330,현대모비스
자본총계(비지배),1226.0,910.0,900.0,545.0,559.0,,,,012330,현대모비스
자본금,4911.0,4911.0,4911.0,4911.0,4911.0,,,4910.0,012330,현대모비스
영업활동현금흐름,13924.0,487.0,3879.0,25229.0,6103.0,,,,012330,현대모비스
투자활동현금흐름,-626.0,-3839.0,-8913.0,-36108.0,-3112.0,,,,012330,현대모비스
재무활동현금흐름,-82.0,-1111.0,1454.0,1437.0,624.0,,,,012330,현대모비스
CAPEX,10647.0,11077.0,12265.0,6809.0,2702.0,,,,012330,현대모비스
FCF,3277.0,-10590.0,-8386.0,18420.0,3401.0,,,,012330,현대모비스
이자발생부채,28048.0,29026.0,31460.0,32218.0,32546.0,,,,012330,현대모비스
