PER(배),4.78,5.99,9.33,15.54,37.29,,,,010470,오리콤
BPS(원),4533,4796,5877,5868,6210,,,,010470,오리콤
PBR(배),0.65,0.57,0.45,0.61,1.53,,,,010470,오리콤
현금DPS(원),150,150,200,200,200,,,,010470,오리콤
현금배당수익률,5.08,5.49,7.55,5.56,2.11,,,,010470,오리콤
현금배당성향(%),23.46,31.91,68.54,83.54,78.2,,,,010470,오리콤
발행주식수(보통주),10538000,10625250,10789050,10825050,11271250,,,,010470,오리콤
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,18477,25026,27883,26031,16042,,,,012320,경동가스
영업이익,426,499,505,479,-133,,,,012320,경동가스
세전계속사업이익,477,632,644,902,-272,,,,012320,경동가스
당기순이익,303,429,501,759,-213,,,,012320,경동가스
당기순이익(지배),303,429,499,730,-155,,,,012320,경동가스
당기순이익(비지배),0,0,2,30,-57,,,,012320,경동가스
자산총계,10015,12099,12073,13208,11678,,,,012320,경동가스
부채총계,5936,7634,7066,7133,5913,,,,012320,경동가스
자본총계,4079,4465,5007,6075,5765,,,,012320,경동가스
자본총계(지배),4045,4430,4970,5560,5345,,,,012320,경동가스
자본총계(비지배),34,35,36,515,420,,,,012320,경동가스
자본금,174,174,174,174,174,,,,012320,경동가스
영업활동현금흐름,899,1506,692,208,-503,,,,012320,경동가스
투자활동현금흐름,-597,-601,-382,-369,-1284,,,,012320,경동가스
재무활동현금흐름,-155,-92,-46,35,476,,,,012320,경동가스
CAPEX,383,337,461,624,735,,,,012320,경동가스
FCF,516,1169,231,-416,-1238,,,,012320,경동가스
이자발생부채,525,476,477,862,1483,,,,012320,경동가스
영업이익률,2.31,1.99,1.81,1.84,-0.83,,,,012320,경동가스
순이익률,1.64,1.71,1.8,2.92,-1.32,,,,012320,경동가스
ROE(%),8.72,10.11,10.61,13.86,-2.85,,,,012320,경동가스
ROA(%),3.54,3.88,4.14,6.01,-1.71,,,,012320,경동가스
부채비율,145.55,170.97,141.14,117.43,102.58,,,,012320,경동가스
자본유보율,2140.89,2354.72,2623.38,3007.97,2891.26,,,,012320,경동가스
EPS(원),8694,12297,14309,20938,-4455,,,,012320,경동가스
PER(배),6.21,6.16,6.86,5.3,-20.02,,,,012320,경동가스
BPS(원),116094,127164,142664,159574,153421,,,,012320,경동가스
PBR(배),0.47,0.6,0.69,0.7,0.58,,,,012320,경동가스
현금DPS(원),1100,1250,1250,1250,1250,,,,012320,경동가스
현금배당수익률,2.04,1.65,1.27,1.13,1.4,,,,012320,경동가스
현금배당성향(%),12.65,10.16,8.73,5.97,-28.05,,,,012320,경동가스
발행주식수(보통주),3484800,3484800,3484800,3484800,3484800,,,,012320,경동가스
주요재무정보,2011(GAAP개별),2012(GAAP개별),2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,853,1064,1240,1792,2031,2248,2485,,214330,금호에이치티
영업이익,72,64,105,163,203,227,241,,214330,금호에이치티
세전계속사업이익,70,46,96,166,188,233,244,,214330,금호에이치티
당기순이익,56,34,72,135,150,171,179,,214330,금호에이치티
당기순이익(지배),56,34,72,131,154,172,184,,214330,금호에이치티
당기순이익(비지배),,,,3,-4,,,,214330,금호에이치티
자산총계,626,763,906,1108,1239,1550,1862,,214330,금호에이치티
부채총계,234,334,429,478,425,579,725,,214330,금호에이치티
자본총계,391,428,476,630,814,972,1137,,214330,금호에이치티
자본총계(지배),391,428,476,619,806,966,1134,,214330,금호에이치티
자본총계(비지배),,,,11,8,,,,214330,금호에이치티
자본금,23,23,23,23,49,49,49,,214330,금호에이치티
영업활동현금흐름,25,28,83,-57,99,205,173,,214330,금호에이치티
투자활동현금흐름,-73,-88,-53,-93,-117,-118,-89,,214330,금호에이치티
재무활동현금흐름,39,46,23,94,22,123,93,,214330,금호에이치티
CAPEX,55,79,84,103,126,100,100,,214330,금호에이치티
FCF,-30,-51,-1,-160,-27,121,75,,214330,금호에이치티
이자발생부채,117,154,176,265,248,,,,214330,금호에이치티
영업이익률,8.48,6.06,8.43,9.11,10.02,10.1,9.7,,214330,금호에이치티
순이익률,6.54,3.23,5.78,7.51,7.37,7.61,7.2,,214330,금호에이치티
ROE(%),15.25,8.39,,23.98,21.54,19.41,17.57,,214330,금호에이치티
ROA(%),10.15,4.95,,13.36,12.76,12.26,10.49,,214330,금호에이치티
부채비율,59.9,78.11,90.14,75.86,52.2,59.57,63.76,,214330,금호에이치티
자본유보율,1643.38,1757.81,1975.24,2588.22,1549.19,,,,214330,금호에이치티
EPS(원),606,374,780,1427,1653,1761,1889,,214330,금호에이치티
PER(배),,,,,5.99,4.67,4.35,,214330,금호에이치티
BPS(원),4252,4655,5177,6728,8257,9892,11613,,214330,금호에이치티
PBR(배),0,0,0,0,1.2,0.83,0.71,,214330,금호에이치티
현금DPS(원),88,75,75,125,125,125,125,,214330,금호에이치티
현금배당수익률,,,,,1.26,1.52,1.52,,214330,금호에이치티
현금배당성향(%),14.43,20.08,9.62,8.76,7.95,0.07,0.07,,214330,금호에이치티
발행주식수(보통주),9200000,9200000,9200000,9200000,9765000,,,,214330,금호에이치티
주요재무정보,12-Mar,13-Mar,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,31367,35873,28375,53292,42356,,,,000545,흥국화재우
영업이익,501,604,344,277,177,,,,000545,흥국화재우
세전계속사업이익,483,677,189,268,266,,,,000545,흥국화재우
당기순이익,565,737,119,129,197,,,,000545,흥국화재우
당기순이익(지배),565,737,119,129,197,,,,000545,흥국화재우
당기순이익(비지배),0,0,0,0,0,,,,000545,흥국화재우
자산총계,46132,58750,65809,103316,89879,,,,000545,흥국화재우
부채총계,44028,55054,62902,97366,85458,,,,000545,흥국화재우
자본총계,2103,3697,2908,5950,4420,,,,000545,흥국화재우
자본총계(지배),2103,3697,2908,5950,4420,,,,000545,흥국화재우
자본총계(비지배),0,,,,,,,,000545,흥국화재우
자본금,3258,3258,3258,4537,3258,,,,000545,흥국화재우
영업활동현금흐름,3125,5156,-360,9176,5475,,,,000545,흥국화재우
투자활동현금흐름,-4766,-4866,-124,-8463,-5954,,,,000545,흥국화재우
재무활동현금흐름,839,200,402,0,507,,,,000545,흥국화재우
CAPEX,8,52,26,86,19,,,,000545,흥국화재우
FCF,,,,,,,,,000545,흥국화재우
이자발생부채,820,1020,1416,1944,2014,,,,000545,흥국화재우
영업이익률,1.6,1.69,1.21,0.52,0.42,,,,000545,흥국화재우
순이익률,1.8,2.05,0.42,0.24,0.46,,,,000545,흥국화재우
ROE(%),,25.41,3.62,2.9,3.79,,,,000545,흥국화재우
ROA(%),,1.41,0.19,0.15,0.2,,,,000545,흥국화재우
부채비율,2093.24,1489.2,2163.42,1636.29,1933.35,,,,000545,흥국화재우
자본유보율,-35.44,13.46,-10.76,31.16,35.66,,,,000545,흥국화재우
EPS(원),897,1131,183,197,302,,,,000545,흥국화재우
PER(배),5.91,4.17,22.81,18.67,13.93,,,,000545,흥국화재우
BPS(원),3228,5673,4462,9131,6783,,,,000545,흥국화재우
PBR(배),1.64,0.83,0.94,0.4,0.62,,,,000545,흥국화재우
현금DPS(원),0,0,0,0,0,,,,000545,흥국화재우
현금배당수익률,0,0,0,0,0,,,,000545,흥국화재우
현금배당성향(%),,,,0,0,,,,000545,흥국화재우
발행주식수(보통주),64242645,64242645,64242645,64242645,64242645,,,,000545,흥국화재우
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,14919,8498,5676,3812,3927,,,,001520,동양
영업이익,110,1341,-141,242,351,,,,001520,동양
세전계속사업이익,-878,162,-5978,4202,2366,,,,001520,동양
당기순이익,-938,-1436,-6753,6320,6073,,,,001520,동양
당기순이익(지배),-675,-1350,-6046,6376,6231,,,,001520,동양
당기순이익(비지배),-263,-86,-707,-56,-158,,,,001520,동양
자산총계,36335,34014,11246,8304,11842,,,,001520,동양
부채총계,32798,31668,16061,4555,2242,,,,001520,동양
자본총계,3537,2346,-4815,3750,9600,,,,001520,동양
자본총계(지배),2640,1348,-4818,3739,9601,,,,001520,동양
자본총계(비지배),897,998,2,10,-2,,,,001520,동양
자본금,1277,1277,1277,1183,1196,,,,001520,동양
영업활동현금흐름,-1194,-32,1955,580,376,,,,001520,동양
투자활동현금흐름,-2684,854,-1848,3208,4535,,,,001520,동양
재무활동현금흐름,3752,-1158,-165,-4183,-2918,,,,001520,동양
CAPEX,696,765,451,64,17,,,,001520,동양
FCF,-1890,-797,1505,517,359,,,,001520,동양
이자발생부채,26653,26489,11847,2115,20,,,,001520,동양
영업이익률,0.73,15.78,-2.49,6.34,8.95,,,,001520,동양
순이익률,-6.29,-16.89,-118.97,165.79,154.66,,,,001520,동양
ROE(%),-189.33,-67.69,348.51,-1182.86,93.41,,,,001520,동양
ROA(%),-2.61,-4.08,-29.84,64.66,60.29,,,,001520,동양
부채비율,927.33,1349.75,-333.56,121.48,23.36,,,,001520,동양
자본유보율,157.21,38.49,-431.31,396.25,908.33,,,,001520,동양
EPS(원),-3548,-5404,-24213,3375,2605,,,,001520,동양
PER(배),-3.23,-1.44,-0.12,0.27,1.06,,,,001520,동양
BPS(원),11084,5658,-20226,1584,4008,,,,001520,동양
PBR(배),1.03,1.37,-0.14,0.56,0.69,,,,001520,동양
현금DPS(원),0,0,0,0,100,,,,001520,동양
현금배당수익률,0,0,0,0,3.61,,,,001520,동양
현금배당성향(%),0,0,0,0,3.95,,,,001520,동양
발행주식수(보통주),23945101,23945101,23945101,236163270,238684063,,,,001520,동양
주요재무정보,12-Mar,13-Mar,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,36060,38343,31536,48274,70037,75789,72511,64185,005940,NH투자증권
영업이익,2331,1092,224,1255,3141,3334,3616,3995,005940,NH투자증권
세전계속사업이익,2287,1080,230,1199,2822,3203,3473,3889,005940,NH투자증권
당기순이익,1698,875,160,813,2142,2445,2652,3019,005940,NH투자증권
당기순이익(지배),1661,871,160,811,2151,2417,2627,2948,005940,NH투자증권
당기순이익(비지배),37,4,0,2,-8,,,,005940,NH투자증권
자산총계,229850,272565,299859,410592,417063,455572,477574,485568,005940,NH투자증권
부채총계,195352,237726,265384,366811,371558,409632,429026,435615,005940,NH투자증권
자본총계,34497,34839,34475,43781,45505,46608,48288,50053,005940,NH투자증권
자본총계(지배),34403,34744,34397,43689,45423,46661,47705,49404,005940,NH투자증권
자본총계(비지배),94,95,77,91,82,,,,005940,NH투자증권
자본금,11205,11205,11205,15313,15313,15311,15311,15311,005940,NH투자증권
영업활동현금흐름,2736,-39577,-8554,-8130,6353,,,,005940,NH투자증권
투자활동현금흐름,5033,12138,-4899,-3383,-2001,,,,005940,NH투자증권
재무활동현금흐름,-6963,26146,14973,15553,1547,,,,005940,NH투자증권
CAPEX,392,163,58,136,266,,,,005940,NH투자증권
FCF,,,,,,,,,005940,NH투자증권
이자발생부채,19307,34774,35547,53051,55877,,,,005940,NH투자증권
영업이익률,6.46,2.85,0.71,2.6,4.49,4.4,4.99,6.22,005940,NH투자증권
순이익률,4.71,2.28,0.51,1.68,3.06,3.23,3.66,4.7,005940,NH투자증권
ROE(%),5.47,2.52,0.46,2.08,4.83,5.25,5.57,6.07,005940,NH투자증권
ROA(%),0.78,0.35,0.06,0.23,0.52,0.56,0.57,0.63,005940,NH투자증권
부채비율,566.28,682.36,769.8,837.83,816.51,878.88,888.46,870.31,005940,NH투자증권
자본유보율,209.97,212.8,209.55,187.25,198.49,,,,005940,NH투자증권
EPS(원),928,399,74,371,716,805,875,982,005940,NH투자증권
PER(배),14.06,29.43,130.46,27.6,14.1,11.72,10.78,9.61,005940,NH투자증권
BPS(원),15852,16001,15841,14596,15175,15588,15937,16505,005940,NH투자증권
PBR(배),0.82,0.73,0.61,0.7,0.67,0.6,0.59,0.57,005940,NH투자증권
현금DPS(원),230,100,50,160,400,420,451,448,005940,NH투자증권
현금배당수익률,1.76,0.85,0.52,1.56,3.96,4.46,4.79,4.75,005940,NH투자증권
현금배당성향(%),30.62,26.02,73.6,60.23,56.11,0.52,0.52,0.46,005940,NH투자증권
발행주식수(보통주),199253863,199253863,199253863,281408887,281408887,,,,005940,NH투자증권
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,516,483,442,439,361,,,,011230,삼화전자
영업이익,-53,-56,-6,-22,-74,,,,011230,삼화전자
세전계속사업이익,-77,-124,-25,-38,-80,,,,011230,삼화전자
당기순이익,-77,-124,-25,-38,-80,,,,011230,삼화전자
당기순이익(지배),-77,-124,-25,-38,-80,,,,011230,삼화전자
당기순이익(비지배),,,,,,,,,011230,삼화전자
자산총계,868,691,680,771,693,,,,011230,삼화전자
부채총계,652,607,617,676,609,,,,011230,삼화전자
자본총계,217,84,63,94,83,,,,011230,삼화전자
자본총계(지배),217,84,63,94,83,,,,011230,삼화전자
자본총계(비지배),,,,,,,,,011230,삼화전자
자본금,116,116,116,116,143,,,,011230,삼화전자
영업활동현금흐름,42,-21,20,-1,-1,,,,011230,삼화전자
투자활동현금흐름,-57,17,-18,-21,22,,,,011230,삼화전자
재무활동현금흐름,17,0,-4,19,-16,,,,011230,삼화전자
CAPEX,59,30,28,21,15,,,,011230,삼화전자
FCF,-17,-51,-7,-22,-16,,,,011230,삼화전자
이자발생부채,448,445,441,461,401,,,,011230,삼화전자
영업이익률,-10.35,-11.51,-1.35,-5.07,-20.59,,,,011230,삼화전자
순이익률,-15.02,-25.65,-5.73,-8.55,-22.31,,,,011230,삼화전자
ROE(%),-31.33,-82.29,-34.44,-47.88,-90.55,,,,011230,삼화전자
ROA(%),-9.38,-15.88,-3.7,-5.18,-11,,,,011230,삼화전자
부채비율,300.88,718.56,984.53,717.25,730.2,,,,011230,삼화전자
자본유보율,83.08,-27.15,-45.13,-77.48,-112.46,,,,011230,삼화전자
EPS(원),-667,-1066,-218,-323,-659,,,,011230,삼화전자
PER(배),-2.2,-1.28,-7.25,-3.93,-2.73,,,,011230,삼화전자
BPS(원),1864,727,539,812,585,,,,011230,삼화전자
PBR(배),0.79,1.87,2.93,1.56,3.08,,,,011230,삼화전자
현금DPS(원),0,0,0,0,0,,,,011230,삼화전자
현금배당수익률,0,0,0,0,0,,,,011230,삼화전자
현금배당성향(%),,,0,0,0,,,,011230,삼화전자
발행주식수(보통주),11617800,11617800,11617800,11617800,14273820,,,,011230,삼화전자
주요재무정보,2011(IFRS별도),2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,189,218,234,244,252,,,,041460,한국전자인증
영업이익,40,44,39,36,45,,,,041460,한국전자인증
세전계속사업이익,48,48,42,40,46,,,,041460,한국전자인증
당기순이익,39,40,34,31,35,,,,041460,한국전자인증
당기순이익(지배),39,40,34,31,35,,,,041460,한국전자인증
당기순이익(비지배),,,,0,0,,,,041460,한국전자인증
자산총계,317,338,356,388,421,,,,041460,한국전자인증
부채총계,114,118,122,129,146,,,,041460,한국전자인증
자본총계,203,220,234,259,274,,,,041460,한국전자인증
자본총계(지배),203,220,234,258,273,,,,041460,한국전자인증
자본총계(비지배),,,,0,1,,,,041460,한국전자인증
자본금,107,107,107,107,107,,,,041460,한국전자인증
영업활동현금흐름,62,52,44,49,44,,,,041460,한국전자인증
투자활동현금흐름,-25,-16,-22,41,-7,,,,041460,한국전자인증
재무활동현금흐름,-23,-21,-19,-8,-14,,,,041460,한국전자인증
CAPEX,2,5,6,6,2,,,,041460,한국전자인증
FCF,60,47,38,43,43,,,,041460,한국전자인증
이자발생부채,,,,,8,,,,041460,한국전자인증
영업이익률,21.43,20.26,16.55,14.63,17.77,,,,041460,한국전자인증
순이익률,20.62,18.31,14.46,12.72,13.72,,,,041460,한국전자인증
ROE(%),19.91,,14.89,12.64,13.07,,,,041460,한국전자인증
ROA(%),13.13,,9.74,8.35,8.56,,,,041460,한국전자인증
부채비율,56.2,53.56,52.07,49.84,53.34,,,,041460,한국전자인증
자본유보율,107.7,139.16,164.82,186.6,211,,,,041460,한국전자인증
EPS(원),181,186,158,145,162,,,,041460,한국전자인증
PER(배),7.59,13.42,16.41,27.03,55.5,,,,041460,한국전자인증
BPS(원),1008,1140,1242,1377,1487,,,,041460,한국전자인증
PBR(배),1.36,2.19,2.08,2.85,6.05,,,,041460,한국전자인증
현금DPS(원),28,33,38,39,42,,,,041460,한국전자인증
현금배당수익률,2.04,1.32,1.47,0.99,0.47,,,,041460,한국전자인증
현금배당성향(%),14.52,15.97,21.19,23.52,22.22,,,,041460,한국전자인증
발행주식수(보통주),21459249,21459249,21459249,21459249,21459249,,,,041460,한국전자인증
주요재무정보,12-Mar,13-Mar,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,106914,113948,103814,144588,159562,117205,124150,128070,005830,동부화재
영업이익,5068,5690,3718,5288,5662,7000,7960,8590,005830,동부화재
세전계속사업이익,5114,6192,3460,5309,5455,6630,7310,7775,005830,동부화재
당기순이익,3775,4942,2632,4293,4304,4995,5540,5890,005830,동부화재
당기순이익(지배),3775,4942,2701,4221,4188,4820,5425,5790,005830,동부화재
당기순이익(비지배),0,0,-69,73,116,,,,005830,동부화재
자산총계,176643,282500,303135,349321,400184,431385,460240,486600,005830,동부화재
부채총계,154035,251834,274557,313409,360514,388125,412720,434580,005830,동부화재
자본총계,22608,30666,28578,35912,39669,43265,47520,52020,005830,동부화재
자본총계(지배),22608,28406,27140,34537,38058,42690,46520,50780,005830,동부화재
자본총계(비지배),0,2260,1438,1375,1611,,,,005830,동부화재
자본금,354,354,354,354,354,350,350,350,005830,동부화재
영업활동현금흐름,-757,274,10148,27405,24331,,,,005830,동부화재
투자활동현금흐름,274,-1922,-11255,-23885,-20659,,,,005830,동부화재
재무활동현금흐름,-108,713,-185,-1211,-812,,,,005830,동부화재
CAPEX,343,335,248,715,633,,,,005830,동부화재
FCF,,,,,,,,,005830,동부화재
이자발생부채,0,0,0,0,0,,,,005830,동부화재
영업이익률,4.74,4.99,3.58,3.66,3.55,5.97,6.41,6.71,005830,동부화재
순이익률,3.53,4.34,2.54,2.97,2.7,4.26,4.46,4.6,005830,동부화재
ROE(%),20.85,19.38,9.48,13.92,11.86,11.94,12.16,11.9,005830,동부화재
ROA(%),2.12,2.15,0.9,1.32,1.15,1.2,1.24,1.24,005830,동부화재
부채비율,681.34,821.22,960.74,872.72,908.8,897.09,868.52,835.41,005830,동부화재
자본유보율,6370.11,8646.43,8056.57,10128.34,11189.83,,,,005830,동부화재
EPS(원),5331,6981,3814,5961,5915,6808,7662,8178,005830,동부화재
PER(배),9.18,6.53,14.73,9.23,11.88,10.18,9.04,8.47,005830,동부화재
BPS(원),35716,44876,42876,54562,60125,67443,73493,80223,005830,동부화재
PBR(배),1.37,1.02,1.31,1.01,1.17,1.03,0.94,0.86,005830,동부화재
현금DPS(원),1200,1250,1000,1450,1550,1739,1928,2095,005830,동부화재
현금배당수익률,2.45,2.74,1.78,2.64,2.2,2.51,2.78,3.02,005830,동부화재
현금배당성향(%),20.12,16.01,23.44,21.75,23.43,0.26,0.25,0.26,005830,동부화재
발행주식수(보통주),70800000,70800000,70800000,70800000,70800000,,,,005830,동부화재
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,3391,6284,10398,13055,18694,,,,082850,우리이티아이
영업이익,355,280,111,17,354,,,,082850,우리이티아이
세전계속사업이익,301,347,-85,-154,-57,,,,082850,우리이티아이
당기순이익,68,29,-82,-273,-214,,,,082850,우리이티아이
당기순이익(지배),36,-42,-109,-293,-289,,,,082850,우리이티아이
당기순이익(비지배),32,70,27,20,75,,,,082850,우리이티아이
자산총계,4109,4397,6952,8009,9102,,,,082850,우리이티아이
부채총계,1866,2211,4131,5525,6745,,,,082850,우리이티아이
자본총계,2243,2187,2820,2485,2357,,,,082850,우리이티아이
자본총계(지배),1989,1917,1837,1476,1269,,,,082850,우리이티아이
자본총계(비지배),255,270,983,1009,1088,,,,082850,우리이티아이
자본금,207,207,207,207,207,,,,082850,우리이티아이
영업활동현금흐름,267,-93,808,543,-115,,,,082850,우리이티아이
